userName,score,content,at,label,cleaned_ulasan,keyword_label,predicted_label
Hafidh Khalifah,4,boleh nggak untuk junior web dev ada bahasa javascript,2024-06-20 17:27:41,2,nggak junior web dev bahasa javascript,1,2
Andi Achmad,5,Okee membantu,2024-06-20 16:06:19,2,okee membantu,2,2
Brock Wilson,3,Hallo min tong di perbaiki dong itu yg bagian pendaftaran terutama pada bagian pengisian asal perguruan tinggi itu formnya kurang responsif ada delaynya pas kita ketik. terimakasih semoga lebih baik lagi👍,2024-06-19 20:18:19,1,hallo min tong perbaiki yg pendaftaran pengisian perguruan formnya responsif delaynya pas ketik terimakasih semoga,1,1
Azam Mecca,5,Sangat membantu utk menunjang pendidikan & pelatihan,2024-06-19 17:42:46,2,membantu utk menunjang pendidikan pelatihan,2,2
Gunawan Pacitannese,5,Baik lah,2024-06-19 09:16:44,2,,1,2
Lombok Ok,5,KEREN,2024-06-19 00:17:10,2,keren,2,2
Wira Setyo Adi,5,gokilll,2024-06-18 20:48:27,2,gokilll,1,2
Ali Akbar,5,Mantap,2024-06-17 07:04:52,2,mantap,2,2
RECXY YUDA UTAMA,5,Good aplikasi,2024-06-16 21:34:49,2,good aplikasi,2,2
Poly Ammu,5,Sangan membantu,2024-06-16 16:31:16,2,sangan membantu,2,2
Khairul Azmi,5,Terbaik,2024-06-15 20:06:04,2,terbaik,2,2
arum atik,5,"Aplikasi yg UMKM banget, mngerti kbutuhan , kesulitan & kendala Jd umkm",2024-06-15 06:21:05,2,aplikasi yg umkm banget mngerti kbutuhan kesulitan kendala jd umkm,1,2
Septa Dian,5,Ok,2024-06-14 13:39:09,2,ok,2,2
Alo Komanah,5,Good,2024-06-14 09:49:17,2,good,2,2
Tatiek Heny Soepriyatni9,5,Bagus respon cepat,2024-06-14 08:48:51,2,bagus respon cepat,2,2
Zall Aksesoris,5,"Sangat disarankan,materi yang disampaikan sangatlah bermanfaat bagi pelaku umkm dan masyarakat",2024-06-13 19:26:51,2,disarankanmateri bermanfaat pelaku umkm masyarakat,2,2
Bayu Wicaksono,5,mantul,2024-06-13 14:24:15,2,mantul,1,2
Rizqi Mahifal,5,Sangat membantu untuk menambah skil,2024-06-12 18:20:36,2,membantu menambah skil,2,2
AM Dalt,5,Terimakasih semoga bisa bermanfaat sebaik mungkin,2024-06-11 23:46:23,2,terimakasih semoga bermanfaat,2,2
RAJABUDIN,5,Baik,2024-06-11 19:34:18,2,,1,2
Wijdan Hakim,5,"sesimpel memperhatikan kestabilan aplikasi sudah sangat mantap apalagi dikasih tampilan yang menarik, makasih😉",2024-06-11 09:24:22,2,sesimpel memperhatikan kestabilan aplikasi mantap dikasih tampilan menarik makasih,2,2
Oki Pambudi,5,Keren,2024-06-10 04:28:30,2,keren,2,2
Paujiannor,5,Sangat bermemfaat,2024-06-09 22:26:29,2,bermemfaat,1,2
DeePee Pambudi,5,Asyik,2024-06-09 22:04:16,2,asyik,1,2
Aryanto,5,Bagus,2024-06-09 15:36:00,2,bagus,2,2
adi hardi,5,Baik utk digunakan,2024-06-08 19:20:12,2,utk,1,2
Hendra,5,Bagus,2024-06-08 14:04:00,2,bagus,2,2
M. Hendri Susanto,5,Bagus,2024-06-08 09:44:50,2,bagus,2,2
Sugeng Widipurnomo,5,Nice,2024-06-08 07:00:27,2,nice,2,2
Arief “BORip” Wijaya Putra,5,"Hai nama saya Arief Wijaya Putra, saya dari Indonesia Why me the Unknown Google Sir? How it can to be known atuh Ma'aM?",2024-06-07 22:51:52,2,hai nama arief wijaya putra indonesia why me the unknown google sir how it can to be known atuh maam,1,2
M RIDWAN,5,Bagus lahhhhhhĥh,2024-06-07 20:50:11,2,bagus lahhhhhhh,2,2
Jonathan Supriadi,1,Helpdesk slow respon,2024-06-07 18:22:36,0,helpdesk slow respon,1,0
Aris winandi,5,Majuuu,2024-06-07 17:33:24,2,majuuu,1,2
dwi jombang,5,"Pengalaman di bilang teknik elektro, pernah belajar bahasa fortran. Selama ini selalu berhubungan dengan dunia elektro dan informatika. Karena dunia elektro dan informatika mengalami perkembangan sangat pesat dalam bidang teknologi terutama dalam bidang AT. Maka saya berkeinginan menambah pengetahuan dalam bidang AT Terutama perkembangan AI. Sebelum saya ucapkan terimakasih atas kesempatan bila dapat ikut dalam perkembangan AI.",2024-06-07 17:04:46,2,pengalaman bilang teknik elektro belajar bahasa fortran berhubungan dunia elektro informatika dunia elektro informatika mengalami perkembangan pesat bidang teknologi bidang at menambah pengetahuan bidang at perkembangan ai ucapkan terimakasih kesempatan perkembangan ai,1,2
mubarok ws,4,Awal yang bagus,2024-06-07 16:34:47,2,bagus,2,2
Arfa Riziq,5,Aplikasi bagus,2024-06-07 13:52:03,2,aplikasi bagus,2,2
Cecep Muhtar,5,suka banget,2024-06-07 10:01:16,2,suka banget,2,2
Patricks Tumbelaka,5,Ok,2024-06-07 08:17:27,2,ok,2,2
Theseven fight,5,BAGUS,2024-06-06 10:10:17,2,bagus,2,2
nur hadi,5,Mantap pelatihannya,2024-06-06 08:25:43,2,mantap pelatihannya,2,2
Anton Antonios,5,"Sangat membantu dan bermanfaat, bisa di buka di mana saja.",2024-06-05 20:46:38,2,membantu bermanfaat buka,2,2
Mukhlishin Eko Sumaryanto,5,Jos,2024-06-05 17:40:23,2,jos,1,2
Ertha Tarigan,5,Ilmunya sangat bermanfaat,2024-06-04 21:30:10,2,ilmunya bermanfaat,2,2
itha ilfantari,5,Maudi pelajari dulu,2024-06-03 18:50:06,2,maudi pelajari,1,2
Billique Studio,5,"Mantap, Kominfo Yess",2024-06-03 18:38:33,2,mantap kominfo yess,2,2
Ahmad Iqbal,5,Mantab,2024-06-03 14:42:25,2,mantab,1,2
Abrisam Rasyid,5,Bagus,2024-06-03 08:05:52,2,bagus,2,2
Kosmas Kosmas,5,Siip,2024-06-03 07:57:50,2,siip,1,2
"Pardi Rahman, SE",5,Sangat membantu,2024-06-02 22:14:57,2,membantu,2,2
Salma Rahmadani,5,Thankyou Digitalent!,2024-06-02 19:50:39,2,thankyou digitalent,1,2
Lovely Lita,5,Sangat bermanfaat bagi para umkm dalam mengembangkan bisnis,2024-06-02 11:00:43,2,bermanfaat umkm mengembangkan bisnis,2,2
Cynthia Dewi,5,Oke,2024-06-02 10:59:54,2,oke,2,2
sigit Purwa,5,Good,2024-06-02 09:22:01,2,good,2,2
Nurul Zalika,5,Best👍,2024-06-01 14:11:37,2,best,1,2
Rizka MaulidaAkbar,1,"Pengisian survey tidak bisa di skip, mengganggu. Sertifikat g bisa didownload setelah lewat 3 bulan",2024-06-01 13:58:32,0,pengisian survey skip mengganggu sertifikat g didownload,1,0
Zainal Arifin,4,Bergerak bidang sosial khususnya dalam tanggap darurat bencana,2024-05-31 18:06:17,2,bergerak bidang sosial tanggap darurat bencana,1,2
Reza Nur,5,manteb,2024-05-31 10:35:49,2,manteb,1,2
andi -,5,Banyak membantu,2024-05-31 10:23:34,2,membantu,2,2
Luthfiyah Nuraini,5,Terimakasih Digitalent Mobile,2024-05-30 17:54:30,2,terimakasih digitalent mobile,1,2
Anis Aljalis1,5,Nice,2024-05-30 15:43:23,2,nice,2,2
Ina Inayahhh,5,banyak pengalaman baru dunia digital,2024-05-29 21:07:45,2,pengalaman dunia digital,1,2
Mohamad Fahrul Rozi (Zy),5,Keren,2024-05-29 11:11:16,2,keren,2,2
Agam Rizki,5,Mantap,2024-05-28 13:56:01,2,mantap,2,2
Ryan Firmansyah,5,Mantap buat informasi pelatihan VSGA,2024-05-28 13:19:21,2,mantap informasi pelatihan vsga,2,2
Yusufnur Hanafi,5,"tolong untuk nomor handphone bisa diubah karena nomor saya ganti sehingga yang lama hilang, ini sangat menggangu karena otp dikirim ke sana",2024-05-28 11:24:04,2,tolong nomor handphone diubah nomor ganti hilang menggangu otp dikirim,1,2
Nurminsuari Syam,4,Keren,2024-05-28 11:03:06,2,keren,2,2
Jafar Muhh,5,Bagus,2024-05-28 10:04:51,2,bagus,2,2
Muh Anwar,2,Aplikasi nggak bisa dibuka. Sebelum lounching mungkin perlu observasi dulu.,2024-05-27 19:34:39,0,aplikasi nggak dibuka lounching observasi,1,0
Nengah Simpen,5,Mengolah buah dan sayur menjadi kuliner khas lombok,2024-05-27 18:29:14,2,mengolah buah sayur kuliner khas lombok,1,2
wida safitri,5,Sangat Baik,2024-05-27 18:15:20,2,,1,2
antox hooligan,5,Mantab,2024-05-27 07:04:15,2,mantab,1,2
Faisal 06,5,Sangat membantu sekali,2024-05-26 07:14:38,2,membantu,2,2
Alzam Nabila,5,Sangat puassss,2024-05-24 20:18:57,2,puassss,1,2
Bambang Sutrisno,5,Good,2024-05-24 19:01:53,2,good,2,2
HAGI MOTOR BENGKEL AC MOBIL,5,"Mantap ,langsung bisa di gunakan aplikasinya ,banyak sekali info pelatihan, dan workshop yg berguna untuk menambah ilmu dan wawasan",2024-05-22 14:09:30,2,mantap langsung aplikasinya info pelatihan workshop yg berguna menambah ilmu wawasan,2,2
Bunda Evan,5,Semoga bermanfaat,2024-05-22 13:56:38,2,semoga bermanfaat,2,2
Nicco Roland,5,gas,2024-05-22 06:46:53,2,gas,1,2
komar udin,5,Bagus dan rekomended,2024-05-19 20:50:01,2,bagus rekomended,2,2
Bambang Priyambodo,4,Mayan,2024-05-19 17:24:20,2,mayan,1,2
bagas bagus,3,"Belum, baru akan mulai",2024-05-19 15:21:34,1,,1,2
Oktavia Oktavia,5,Niceee,2024-05-18 11:18:05,2,niceee,1,2
Muhammad Arya Ananda S,1,"Sangat Buruk Sekali, saat sya Memulai Tes Substansi malah error lalu muncul status Tes substansi selesai, mau nya apasih, app mobile gk guna situs web pun gk guna, ERRORRR TERUSS, developer emang gak guna jg",2024-05-18 11:05:34,0,buruk sya tes substansi error muncul status tes substansi selesai nya apasih app mobile gk situs web gk errorrr teruss developer emang gak jg,0,0
Bazli Zabir Arifin,5,Terima kasih kakak² nya baik dan saya sangat apresiasi terhadap keramahan kakak²nya terima kasih,2024-05-17 08:49:54,2,terima kasih kakak nya apresiasi keramahan kakaknya terima kasih,1,2
Zulfikri Azmi,5,Sangat membantu sekali dalam mengembangkan kemampuan dan bisnis,2024-05-16 09:13:59,2,membantu mengembangkan kemampuan bisnis,2,2
Aziz Annizar,5,Bermanfaat,2024-05-15 15:46:49,2,bermanfaat,2,2
Hanif Taufiqurrahman,5,NICE BANGET,2024-05-15 11:31:02,2,nice banget,2,2
Rizki Ariya,1,Jelek bgt apk nya di akses loding lambat,2024-05-15 09:09:20,0,jelek bgt apk nya akses loding lambat,0,0
Ahmad Rifadi,5,Membantu,2024-05-15 05:48:35,2,membantu,2,2
Yan Syofyan,5,Good app mantap terus maju kominfo,2024-05-14 23:25:59,2,good app mantap maju kominfo,2,2
Mhmmd alfath,5,Aplikasi nya ok,2024-05-14 22:43:30,2,aplikasi nya ok,2,2
F a d e l,5,mantpa,2024-05-14 20:28:32,2,mantpa,1,2
Nare Mahayu,5,Mantap,2024-05-14 08:23:50,2,mantap,2,2
Indra Roseyidin,5,good,2024-05-14 07:45:14,2,good,2,2
Sjahzian Zu Amrillah,5,Oke,2024-05-13 12:14:00,2,oke,2,2
magdalena sinaga,2,"Sistem masih lemah , LMS tidak bisa diakses",2024-05-13 11:08:32,0,sistem lemah lms diakses,1,0
Faiz Nurdafa,5,Sangat bagus untuk meningkatkan kemampuan digitalisasi,2024-05-13 11:08:00,2,bagus meningkatkan kemampuan digitalisasi,2,2
Rian Hidayat,5,Semoga tahun ini dapat sertifikat. Tahun lalu ikut sampai selesai tp gak dpt sertifikat,2024-05-13 10:54:57,2,semoga sertifikat selesai tp gak dpt sertifikat,1,2
Fifin Nur,1,"Jelek, loading lama",2024-05-13 08:03:33,0,jelek loading,0,0
Siti Aminah,5,Informasi mudah d dapat,2024-05-13 02:19:55,2,informasi mudah d,1,2
Jemie Makatuuk,5,sangat membantu utk memilih pelatihzn yg ada,2024-05-12 22:11:53,2,membantu utk memilih pelatihzn yg,2,2
Achmedina Meratusiak,5,Mudah digunakan,2024-05-12 19:40:25,2,mudah,1,2
Pamuji Wicaksono,5,Nice aplikasi untuk pelatihan,2024-05-12 19:06:51,2,nice aplikasi pelatihan,2,2
Jum Dante,5,Ok,2024-05-12 18:17:38,2,ok,2,2
Oego Gustian,1,Mantap,2024-05-12 17:23:34,0,mantap,2,2
DEWI WIJIASTUTI,5,Alhamdulillah bisa sekolah lagi Terima kasih digitalent,2024-05-12 16:38:38,2,alhamdulillah sekolah terima kasih digitalent,1,2
Muliyati Muliyati,5,Digitalent oke,2024-05-11 20:20:46,2,digitalent oke,2,2
Arniawan ismail,5,Sangat membatu untuk saya,2024-05-11 11:33:02,2,membatu,1,2
Tri Fajar Kurnianto,5,Keren euy,2024-05-10 20:05:00,2,keren euy,2,2
Sandra Makalew,5,Sangat baik,2024-05-10 18:59:17,2,,1,2
eti mawangsah,4,"Baru nyoba pakai, kasih bintang empat dulu",2024-05-08 20:44:22,2,nyoba pakai kasih bintang,1,2
Utriwuri Wuri,5,Banyak sekali ilmu yg di dapat,2024-05-08 19:25:03,2,ilmu yg,1,2
sony Ega,5,Nice,2024-05-08 11:54:31,2,nice,2,2
April Dian Saputra,5,Good..,2024-05-06 18:59:47,2,good,2,2
Internet Polyglot Mastery,5,Keren bingitssss,2024-05-06 14:55:51,2,keren bingitssss,2,2
Dimas Fatullah,5,Good,2024-05-06 14:24:48,2,good,2,2
Jeane Tumanduk,5,Sangat membantu,2024-05-05 19:40:19,2,membantu,2,2
Lenda Lendongan,5,Sangat membantu,2024-05-05 12:34:48,2,membantu,2,2
andiali PLUR,5,Mantap,2024-05-05 07:04:08,2,mantap,2,2
Aris Saepudin,5,Good,2024-05-05 03:06:41,2,good,2,2
Erwin winner,5,Mantap,2024-05-03 14:54:48,2,mantap,2,2
Edmond Karolus Radja,1,Tidak bisa di buka apk ini lemot banget,2024-05-03 10:04:55,0,buka apk lemot banget,0,0
MIB_055_Adam Zuhruf Ananda Farendra,5,"Sangat mmebantu, sangat baik, semoga kedepannya bisa lebih baik lagi dan fitur kemampuan aplikasi semoga semakin lengkap sesuai dengan masyarakat indonesia",2024-05-03 06:02:07,2,mmebantu semoga kedepannya fitur kemampuan aplikasi semoga lengkap sesuai masyarakat indonesia,1,2
Arapaima 99,2,"proses kelulusannya lama, jd susah ikut pelatihan lain",2024-05-01 21:03:14,0,proses kelulusannya jd susah pelatihan,0,0
tsabitta ratri,2,"semoga bisa diperhatikan lagi case untuk mendaftar lagi setelah dinyatakan selesai masih belum berjalan baik. di home tertulis 0 proses, namun saat mendaftar tertera masih ada pelatihan belum selesai",2024-05-01 20:55:22,0,semoga diperhatikan case mendaftar dinyatakan selesai berjalan home tertulis proses mendaftar tertera pelatihan selesai,1,0
Darman Saputra,5,Oke,2024-04-30 17:16:49,2,oke,2,2
Herman Saputra Albatawee,5,Alhmdllah.. terbaik dan sukses,2024-04-30 17:14:09,2,alhmdllah terbaik sukses,2,2
Hanif Rizki,5,Puas,2024-04-30 14:34:35,2,puas,2,2
Mancing Liar Balikpapan,5,"Aplikasi sangat membantu,keren kerenn",2024-04-30 09:38:06,2,aplikasi membantukeren kerenn,1,2
ANDHIKA RIZQY HERISTAMA,5,Jos,2024-04-29 12:20:23,2,jos,1,2
Cahaya Pangaribuan,2,Mantap,2024-04-29 09:36:23,0,mantap,2,2
junyanti ongky,5,Baik,2024-04-29 06:29:39,2,,1,2
Muhammad Akbar,5,Mantap,2024-04-28 00:05:32,2,mantap,2,2
Eldrich V,2,Akses lambat,2024-04-27 18:07:55,0,akses lambat,0,0
Wijdan,5,dari kestabilan aplikasinya aja saya udah seneng min🤩,2024-04-27 14:36:41,2,kestabilan aplikasinya aja udah seneng min,1,2
Ikhwan Fahruddin Ahwal,1,tolong lah diperbaiki buat daftar aja milih universitas loadingnya lama pada jaringan lancar. leg waktu milih data universitas,2024-04-26 16:43:44,0,tolong diperbaiki daftar aja milih universitas loadingnya jaringan lancar leg milih data universitas,1,0
Ahmad Sihabudin,5,Good,2024-04-26 15:49:19,2,good,2,2
Ssyy Aarr,5,👍,2024-04-26 10:28:00,2,,1,2
Putri Suryandari,5,Pelatihan nya banyak dan berkualitas,2024-04-26 04:55:14,2,pelatihan nya berkualitas,1,2
dian saputri,5,kreen!,2024-04-26 00:36:49,2,kreen,1,2
Fatin Muafatin,5,Keren dan bermanfaat,2024-04-25 20:08:04,2,keren bermanfaat,2,2
bagus tok,5,aplikasinya keren,2024-04-24 21:58:51,2,aplikasinya keren,2,2
Hasnia Saming,5,Good,2024-04-24 19:39:13,2,good,2,2
matematic chanel,5,👍👍👍👍,2024-04-24 10:49:19,2,,1,2
Fathi Andrean Izzazava,1,"jelek, tiap absen ngebug terus",2024-04-24 08:07:44,0,jelek absen ngebug,0,0
Fakhrul Rahman,5,Mantap sangat membantu,2024-04-23 12:54:45,2,mantap membantu,2,2
Alfiah 2,5,Sangat bagus,2024-04-21 20:48:28,2,bagus,2,2
terasnet aja,5,Bagus,2024-04-20 22:29:33,2,bagus,2,2
NUR Channel,5,Nyoba ikut pelatihan.semoga lulus dgn baik,2024-04-20 17:19:24,2,nyoba pelatihansemoga lulus dgn,1,2
Muhammad Riswanto,5,Sangat membantu pada saat pelatihan,2024-04-19 14:03:41,2,membantu pelatihan,2,2
thoriq nirwana,5,Sangat bermanfaat untuk pengembangan diri,2024-04-19 11:30:18,2,bermanfaat pengembangan,2,2
2120.39 Mubarak,5,UI UX bagus,2024-04-19 08:57:04,2,ui ux bagus,2,2
Wahyu Ramadhan,2,Lambar,2024-04-18 16:07:46,0,lambar,1,0
Feby Ade,5,sangat menarik,2025-07-13 21:27:14,2,menarik,2,2
idham vidi tamuliko,2,loginnya ribet,2025-07-13 18:27:05,0,loginnya ribet,0,0
ari purnomo aji,5,bagus untuk pengembangan diri secara mandiri,2025-07-13 12:31:52,2,bagus pengembangan mandiri,2,2
Cici Sukarsi,5,"program yg bagus, tolong dilanjutkan!",2025-07-12 15:30:07,2,program yg bagus tolong dilanjutkan,2,2
Abdul Rohman,5,mantap,2025-07-10 20:14:32,2,mantap,2,2
Fu Hua,1,Aplikasi jelek,2025-07-09 14:38:18,0,aplikasi jelek,0,0
Romy Syahrial,5,"tolong untuk proses loginnya dipermudah, mungkin dengan sinkrone ke google, facebook atau email, ribet kalau setiap 3 bulan harus reset password",2025-07-09 10:42:54,2,tolong proses loginnya dipermudah sinkrone google facebook email ribet reset password,0,2
jay jae2015,5,"aplikasinya bagus, membantu meningkatkan wawasan mengenai digitalisasi.",2025-07-09 08:30:41,2,aplikasinya bagus membantu meningkatkan wawasan digitalisasi,2,2
Zefanya Gutomo,1,"ga jelas, mau nasukin akun tapi isi data diri lagi, pas isi data diri ga bisa, nik sudah terdaftar, kan anehhhh",2025-07-07 17:40:26,0,ga nasukin akun isi data pas isi data ga nik terdaftar anehhhh,1,0
JAMHARI,5,oke,2025-07-07 16:31:19,2,oke,2,2
ari muklis,1,hatus pake vpn. males,2025-07-04 14:58:44,0,hatus pake vpn males,1,0
Zhafran Hafidz,5,mantap,2025-07-03 10:13:28,2,mantap,2,2
Helstig Pro,5,bagus,2025-07-03 09:29:17,2,bagus,2,2
Eko Effriyanto,5,keren,2025-07-03 03:22:35,2,keren,2,2
muntahariah Nurba,4,bagus bgt mashaAllah,2025-07-02 09:28:42,2,bagus bgt mashaallah,2,2
Unggul Supriyadi,5,baru mau menggunakan,2025-07-01 22:30:00,2,,1,2
M Naufal R,1,lag,2025-06-30 21:23:47,0,lag,1,0
Ryy Stok,1,ngulang2 terus padahal sudah dijawab,2025-06-29 19:52:38,0,ngulang,1,0
Herman Markos,5,banyak kursus gratis,2025-06-29 13:06:24,2,kursus gratis,1,2
Kang Yudistira,3,uninstall bintang 3 dulu ah banyak pelatihan tidak sesuai zonasi baiknya berlaku seluruh wilayah NKRI,2025-06-28 08:25:58,1,uninstall bintang ah pelatihan sesuai zonasi baiknya berlaku wilayah nkri,0,1
ANU AHANIMMU Busa inoac siantar,5,sangat membantu,2025-06-27 21:07:59,2,membantu,2,2
pani permata,3,"kenapa pada saat mau daftar trus validasi data di tulis nik sudah terdaftar, kemudian ketika mau ikut classnya harus validasi nik dulu, tapi pada saat validasi nik, nik sudah terdaftar",2025-06-25 13:03:24,1,daftar trus validasi data tulis nik terdaftar classnya validasi nik validasi nik nik terdaftar,1,1
Firnanda Bastian,5,sngt brmnfaatt,2025-06-24 07:58:19,2,sngt brmnfaatt,1,2
Agung Susilo,5,baik,2025-06-24 06:46:22,2,,1,2
Nurul Istichomah,2,verifikasi loginnya susah banget!!,2025-06-24 02:20:02,0,verifikasi loginnya susah banget,0,0
Dedy Junaidi,5,bermanfaat sekali bagi asn utk pengembangan sdm nya,2025-06-23 10:54:46,2,bermanfaat asn utk pengembangan sdm nya,2,2
Rahmat Drajat,5,Good experience,2025-06-21 19:30:12,2,good experience,2,2
Abdul Aziz,5,keren,2025-06-21 12:25:59,2,keren,2,2
Tegar Wijanarko Surya Nugraha_,5,bagus perlu pemeliharaan,2025-06-20 14:42:57,2,bagus pemeliharaan,2,2
Muhammad Nur Kaoy,5,mantap bangets,2025-06-20 11:25:56,2,mantap bangets,2,2
Devi Try Nuraini,4,"Aplikasinya bagus, sangat membantu untuk menambah skill dan mengembangkan potensi diri. Cuma kenapa susah untuk login lagi, huhu. Udah berusaha login padahal email sama, password terakhir inget tapi kenapa salah. Nyobain lupa password buat login berkali2 gagal karena kode OTPnya nggk terkirim ke email saya. Susah banget login lagi ke Digitalent, aplikasinya lagi error atau gimana ini tehhh???",2025-06-19 17:56:48,2,aplikasinya bagus membantu menambah skill mengembangkan potensi susah login huhu udah berusaha login email password inget salah nyobain lupa password login berkali gagal kode otpnya nggk terkirim email susah banget login digitalent aplikasinya error gimana tehhh,0,2
Subekti,1,"Aplikasi gax jelas setiap 3 bulan ganti password giliran kirim OTP tidak pernah masuk ke email, tolong menjdi perhatian min",2025-06-18 18:42:37,0,aplikasi gax ganti password giliran kirim otp masuk email tolong menjdi perhatian min,1,0
Asrhy Asrhy,5,aplikasi keren,2025-06-18 16:11:23,2,aplikasi keren,2,2
wahyu akbar,5,ok,2025-06-16 08:37:19,2,ok,2,2
Aprian syah,5,bagus,2025-06-15 23:39:51,2,bagus,2,2
Open Data,5,Inspirasi Talent,2025-06-13 10:19:53,2,inspirasi talent,2,2
MUHAMMAD RIZQI,1,lemot banget eror mulu,2025-06-12 12:12:03,0,lemot banget eror mulu,0,0
Bung Al,5,sangat membantu,2025-06-12 11:55:25,2,membantu,2,2
Lili Sajili,3,3 dulu cara daftarnya rebet ah kalah ama isian pinjol,2025-06-11 15:18:14,1,daftarnya rebet ah kalah ama isian pinjol,1,1
Griya Multimedia,4,sat set,2025-06-11 14:56:43,2,sat set,1,2
Rahmad Dwi Nugroho,1,ga bisa pemulihan akun WOII,2025-06-10 17:51:08,0,ga pemulihan akun woii,1,0
mouritz sutha,5,mantab,2025-06-10 07:27:23,2,mantab,1,2
Abdillah Hasan,5,bagus apknya,2025-06-09 22:05:12,2,bagus apknya,2,2
Liga Tirta A,5,Tempat untuk belajar,2025-06-09 08:30:14,2,belajar,1,2
Dio Fadli S,5,sangat bermanfaat dan berguna,2025-06-08 15:27:59,2,bermanfaat berguna,2,2
Rafly Hadika,5,Memberikan ilmu yang bermanfaat 💙,2025-06-05 12:17:26,2,ilmu bermanfaat,2,2
Julhaji Paputungan,5,nice,2025-06-05 10:14:40,2,nice,2,2
root_38,5,tolong semoga pelatihan ini bersifat umum dan tidak di batasi dengan ijazah karna ini meningkatkan sdm kita yg rendah sehingga semau kalangan bisa mengaksesnya tanpa terkendala apapun terutama yg gak punya ijazah aplikasinya sudah bagus semoga pemerintah sadar dan tidak sibuk dengan korupsi terus,2025-06-04 09:59:29,2,tolong semoga pelatihan bersifat batasi ijazah karna meningkatkan sdm yg rendah semau kalangan mengaksesnya terkendala apapun yg gak ijazah aplikasinya bagus semoga pemerintah sadar sibuk korupsi,2,2
Muhammad Yusuf Badrulael,5,The best app for self-development,2025-06-04 08:15:29,2,the best app for selfdevelopment,1,2
Agus Usman,4,nice job,2025-06-02 01:02:03,2,nice job,2,2
Ade Rahmat,4,aplikasi bagus,2025-05-31 18:07:39,2,aplikasi bagus,2,2
Tri Gunawan,5,smart digi,2025-05-31 17:30:48,2,smart digi,1,2
Lilies Harnani,5,Bagus..menginspirasi mudah digunakan,2025-05-29 11:25:35,2,bagusmenginspirasi mudah,1,2
Adi Gerdoll Santoso,1,pelatihan gak jelas,2025-05-29 09:13:17,0,pelatihan gak,1,0
010 Official,4,inovatif,2025-05-29 05:40:28,2,inovatif,1,2
Salsa Dina,5,"pelatihan yang sangat kerennn didukung trainer"" terbaik sangat bermanfaat bagi masyarakat , sukses terus komdigi",2025-05-28 07:08:24,2,pelatihan kerennn didukung trainer terbaik bermanfaat masyarakat sukses komdigi,2,2
Muh Jumarno,5,siiip,2025-05-27 18:18:58,2,siiip,1,2
ALIYATUS SYAMILAH,5,good,2025-05-26 09:30:20,2,good,2,2
Endank Gendut,5,nice,2025-05-25 22:03:38,2,nice,2,2
Fitrah Agung,5,mantap,2025-05-23 17:45:26,2,mantap,2,2
Christy Karamoy,5,"Dipercayakan ada dalam kegiatan ini adalah sebuah kehormatan dan kebanggaan 😇 Mengucapakan banyak terima kasih 🙏😇 Bpsdm Komdigi Bpsdmp Kominfo Mdo Dinas Kominfo Minahasa Dinas PMD Kabupaten Minahasa Dan terlebih khusus kepada BPK Irfan Suhanta yang dengan penuh kerelaan membagikan ilmu, dan kesabaran dalam membimbing kami semua🙏😇",2025-05-23 16:00:44,2,dipercayakan kegiatan kehormatan kebanggaan mengucapakan terima kasih bpsdm komdigi bpsdmp kominfo mdo dinas kominfo minahasa dinas pmd kabupaten minahasa khusus bpk irfan suhanta penuh kerelaan membagikan ilmu kesabaran membimbing,1,2
Jefry Nurlaha,4,Semangat,2025-05-23 10:54:15,2,semangat,1,2
Layinuvar Anggia Rizka,5,kerenn,2025-05-23 05:50:20,2,kerenn,1,2
tetra skeith,1,Pelatihan kok seperti kompetisi? Sudah ikutin semua dan nilai quiz juga tinggi kok dibilang tidak lulus. Aneh ini pelatihan.,2025-05-22 12:45:02,0,pelatihan kompetisi ikutin nilai quiz dibilang lulus aneh pelatihan,1,0
iwan edi saputra,5,sangat membantu saya,2025-05-21 11:16:45,2,membantu,2,2
Joan Ady Nur,5,mantap,2025-05-20 22:33:01,2,mantap,2,2
DEWI GUSTINI,5,ok,2025-05-20 18:09:59,2,ok,2,2
Mohamad Ahyar,4,good,2025-05-20 02:14:11,2,good,2,2
Azimi Muttaqin,5,good,2025-05-19 16:50:05,2,good,2,2
Benedict Teta,5,keren,2025-05-19 08:32:35,2,keren,2,2
Indah Dewi,5,"Dengan digital kita dapat menjelajah dunia. menambah pengetahuan, meningkatkan kreativitas, memudahkan pekerjaan. Apa yang kita anggap dulu tidak mungkin dalam waktu cepat mengerjakan tugas, kini dengan digital semua teratasi dengan mudah dan dalam waktu yang singkat sesuai keinginan kita. Meskipun terkadang ambigu jawabanya dan tidak sesuai tetapi kita bisa belajar menyaring dan mengevaluasi kembali kebenarannya. jadi hanya sebagai alat bantu untuk memudahkan segala pekerjaan.",2025-05-18 20:12:03,2,digital menjelajah dunia menambah pengetahuan meningkatkan kreativitas memudahkan pekerjaan anggap cepat tugas digital teratasi mudah singkat sesuai terkadang ambigu jawabanya sesuai belajar menyaring mengevaluasi kebenarannya alat bantu memudahkan pekerjaan,2,2
